id,Plate,Date,Time,Well,OD,Sample,Clon,Replicate,Plasmid,Treatment,Strain
PR1_20231025.txt,PR1,20231025,280,A1,0.454,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,290,A1,0.458,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,300,A1,0.461,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,310,A1,0.467,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,320,A1,0.471,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,330,A1,0.478,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,340,A1,0.486,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,350,A1,0.492,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,360,A1,0.499,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,370,A1,0.508,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,380,A1,0.517,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,390,A1,0.524,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,400,A1,0.53,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,410,A1,0.537,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,420,A1,0.545,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,430,A1,0.552,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,440,A1,0.562,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,450,A1,0.569,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,460,A1,0.576,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,470,A1,0.585,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,480,A1,0.593,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,490,A1,0.595,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,500,A1,0.603,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,510,A1,0.606,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,520,A1,0.608,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,530,A1,0.615,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,540,A1,0.617,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,550,A1,0.62,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,560,A1,0.623,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,570,A1,0.625,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,580,A1,0.624,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,590,A1,0.631,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,600,A1,0.63,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,610,A1,0.637,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,620,A1,0.639,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,630,A1,0.644,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,640,A1,0.65,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,650,A1,0.655,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,660,A1,0.658,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,670,A1,0.659,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,680,A1,0.664,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,690,A1,0.666,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,700,A1,0.671,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,710,A1,0.675,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,720,A1,0.679,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,730,A1,0.683,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,740,A1,0.686,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,750,A1,0.691,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,760,A1,0.695,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,770,A1,0.698,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,780,A1,0.7,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,790,A1,0.703,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,800,A1,0.708,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,810,A1,0.712,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,820,A1,0.716,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,830,A1,0.721,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,840,A1,0.724,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,850,A1,0.725,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,860,A1,0.73,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,870,A1,0.734,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,880,A1,0.736,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,890,A1,0.737,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,900,A1,0.745,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,910,A1,0.748,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,920,A1,0.75,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,930,A1,0.754,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,940,A1,0.757,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,950,A1,0.758,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,960,A1,0.765,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,970,A1,0.765,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,980,A1,0.768,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,990,A1,0.765,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1000,A1,0.767,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1010,A1,0.772,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1020,A1,0.777,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1030,A1,0.778,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1040,A1,0.782,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1050,A1,0.786,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1060,A1,0.787,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1070,A1,0.788,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1080,A1,0.792,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1090,A1,0.792,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1100,A1,0.794,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1110,A1,0.796,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1120,A1,0.797,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1130,A1,0.799,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1140,A1,0.8,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1150,A1,0.804,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1160,A1,0.804,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1170,A1,0.805,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1180,A1,0.805,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1190,A1,0.806,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1200,A1,0.807,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1210,A1,0.809,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1220,A1,0.808,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1230,A1,0.809,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1240,A1,0.809,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1250,A1,0.809,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1260,A1,0.811,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1270,A1,0.81,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1280,A1,0.812,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1290,A1,0.81,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1300,A1,0.811,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1310,A1,0.813,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1320,A1,0.809,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1330,A1,0.81,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1340,A1,0.811,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1350,A1,0.812,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1360,A1,0.811,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1370,A1,0.81,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1380,A1,0.81,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1390,A1,0.81,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1400,A1,0.811,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1410,A1,0.81,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1420,A1,0.812,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1430,A1,0.813,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231025.txt,PR1,20231025,1440,A1,0.813,AJN46,1,1,pOXA-48,-,AJN46
PR1_20231026.txt,PR1,20231026,0,A1,0.092,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,10,A1,0.091,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,20,A1,0.091,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,30,A1,0.092,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,40,A1,0.092,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,50,A1,0.094,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,60,A1,0.095,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,70,A1,0.097,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,80,A1,0.1,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,90,A1,0.104,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,100,A1,0.11,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,110,A1,0.119,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,120,A1,0.131,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,130,A1,0.144,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,140,A1,0.158,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,150,A1,0.173,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,160,A1,0.192,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,170,A1,0.216,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,180,A1,0.244,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,190,A1,0.273,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,200,A1,0.285,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,210,A1,0.295,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,220,A1,0.303,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,230,A1,0.313,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,240,A1,0.322,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,250,A1,0.333,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,260,A1,0.343,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,270,A1,0.354,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,280,A1,0.366,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,290,A1,0.375,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,300,A1,0.384,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,310,A1,0.389,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,320,A1,0.394,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,330,A1,0.402,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,340,A1,0.408,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,350,A1,0.414,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,360,A1,0.424,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,370,A1,0.432,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,380,A1,0.445,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,390,A1,0.456,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,400,A1,0.467,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,410,A1,0.479,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,420,A1,0.487,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,430,A1,0.494,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,440,A1,0.499,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,450,A1,0.508,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,460,A1,0.516,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,470,A1,0.525,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,480,A1,0.534,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,490,A1,0.539,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,500,A1,0.547,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,510,A1,0.56,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,520,A1,0.565,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,530,A1,0.581,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,540,A1,0.585,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,550,A1,0.59,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,560,A1,0.594,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,570,A1,0.603,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,580,A1,0.611,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,590,A1,0.622,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,600,A1,0.632,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,610,A1,0.634,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,620,A1,0.637,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,630,A1,0.644,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,640,A1,0.646,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,650,A1,0.656,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,660,A1,0.663,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,670,A1,0.666,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,680,A1,0.671,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,690,A1,0.677,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,700,A1,0.683,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,710,A1,0.695,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,720,A1,0.696,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,730,A1,0.7,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,740,A1,0.706,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,750,A1,0.712,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,760,A1,0.715,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,770,A1,0.723,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,780,A1,0.725,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,790,A1,0.73,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,800,A1,0.735,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,810,A1,0.738,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,820,A1,0.745,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,830,A1,0.746,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,840,A1,0.756,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,850,A1,0.765,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,860,A1,0.764,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,870,A1,0.767,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,880,A1,0.771,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,890,A1,0.774,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,900,A1,0.781,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,910,A1,0.786,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,920,A1,0.788,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,930,A1,0.792,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,940,A1,0.795,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,950,A1,0.801,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,960,A1,0.803,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,970,A1,0.804,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,980,A1,0.808,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,990,A1,0.818,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1000,A1,0.82,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1010,A1,0.825,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1020,A1,0.826,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1030,A1,0.836,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1040,A1,0.84,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1050,A1,0.842,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1060,A1,0.845,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1070,A1,0.844,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1080,A1,0.849,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1090,A1,0.857,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1100,A1,0.858,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1110,A1,0.865,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1120,A1,0.865,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1130,A1,0.866,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1140,A1,0.873,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1150,A1,0.881,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1160,A1,0.886,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1170,A1,0.885,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1180,A1,0.894,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1190,A1,0.897,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1200,A1,0.899,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1210,A1,0.903,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1220,A1,0.904,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1230,A1,0.908,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1240,A1,0.906,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1250,A1,0.908,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1260,A1,0.907,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1270,A1,0.913,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1280,A1,0.916,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1290,A1,0.915,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1300,A1,0.92,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1310,A1,0.918,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1320,A1,0.922,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1330,A1,0.923,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1340,A1,0.92,N23,1,1,pOXA-48,-,N23
PR1_20231026.txt,PR1,20231026,1350,A1,0.917,N23,1,1,pOXA-48,-,N23
